,GAMA_ID,RA,DEC,LENS_SCORE,STELLAR_MASS,Z,SFR
39,3909064,136.9855,-1.14841,0.4205118760374178,4517000192.0,0.07800000160932541,4.04399985720616e-11
40,3593943,139.74883,-1.87208,0.5456665120741541,21390000128.0,0.1378999948501587,6.224999899231975e-13
41,656625,140.24008,-1.85962,0.3112479599176929,15640000512.0,0.09910000115633012,3.2020000800131454e-12
42,3599976,129.38913,-1.10436,0.30950300976594003,3308000000.0,0.11029999703168868,6.875999769562213e-10
43,3610455,135.09329,-1.21204,0.3308220538355067,12179999744.0,0.12720000743865967,1.094000001700124e-09
44,287627,174.1965,1.69352,0.3227870943232424,23520000000.0,0.13439999520778656,3.638999865329673e-11
45,39718,177.9385,-0.71802,0.3830932151488429,8947999744.0,0.08089999854564668,8.801000206393184e-11
46,272491,179.56837,1.40109,0.3151683590847517,10480000000.0,0.1316000074148178,1.0369999997594803e-10
47,70376,179.62517,0.05585,0.3136042546750227,15630000128.0,0.13079999387264252,1.3670000027776741e-11
48,536124,180.63979,-1.03748,0.30210865072383164,1924999936.0,0.09179999679327012,3.12199988083961e-10
49,40957,183.73733,-0.69189,0.3342535685400784,2211000064.0,0.1243000030517578,8.173999671567955e-11
50,272460,179.4985,1.42932,0.3286690785813425,4664000000.0,0.13349999487400055,3.6760000599045384e-10
51,164403,177.41987,-2.72815,0.4065896081915637,19769999360.0,0.08980000019073486,4.219000149241481e-12
52,171566,178.86637,-2.30917,0.3331830313067841,2151000064.0,0.1273999959230423,5.042000150723425e-10
53,132158,184.26929,-2.1558200000000003,0.32729285870277885,10400000000.0,0.13019999861717224,9.483999696691114e-11
54,586565,185.45096,-0.00661,0.3543304315363873,7343000064.0,0.10830000042915344,2.7459999552004177e-11
55,511516,214.616,-1.17848,0.3212270688878978,9893000192.0,0.08730000257492065,5.026999996826653e-11
56,568546,215.49492,-0.5888800000000001,0.6125824645303074,670499968.0,0.051199998706579215,4.5550000403460356e-12
57,492150,215.09129,-1.47211,0.3311687097769551,56179998720.0,0.1379999965429306,5.718999926407342e-12
58,16199,217.85542,0.70541,0.32974718994102936,18019999744.0,0.12449999898672105,9.606000023199002e-12
59,299118,223.34617000000003,1.1418700000000002,0.5596147363753493,12910000128.0,0.1459999978542328,3.5020000788144046e-11
60,229499,223.08137,1.0355,0.4521817880625982,162000000.0,0.045000001788139336,8.407999851911541e-10
61,570151,222.24417000000003,-0.54052,0.3708727501207729,4784999936.0,0.1396999955177307,1.681999955982505e-10
62,594681,221.11008,-0.05868,0.41181676491276376,4088000000.0,0.1460999995470047,4.153999921818752e-10
63,543671,212.42117,-0.89741,0.405675659769126,12280000512.0,0.14079999923706055,1.3969999636265218e-11
64,267558,222.88792,2.70549,0.3347399440502627,864099968.0,0.13580000400543213,8.948999874469621e-10
65,267303,221.5345,2.68138,0.3225447975461271,853800000.0,0.10620000213384627,4.003999909407696e-10
66,363983,222.27717,2.43775,0.4000092337399169,22499999744.0,0.1444000005722046,1.437000041529246e-12
67,342161,214.4815,2.29663,0.390170324857976,5738999808.0,0.12849999964237213,6.386999956697892e-11
68,250110,213.99587,2.1623900000000003,0.33207174065885603,333200000.0,0.08460000157356262,8.686000252389192e-10
69,342874,217.70954,2.18624,0.31742632415215416,5501000192.0,0.1404000073671341,3.9520001160475715e-10
70,771379,219.9235,0.50872,0.3580177230809917,1792999936.0,0.13699999451637268,2.2710000546766196e-10
