,GAMA_ID,lambdar_log_mstar,z
92411,544892,9.023593,0.02986
92433,544916,11.181347,0.10412
92434,544917,10.837683,0.10413
92440,544923,10.333857,0.08273
92441,544924,8.284818,0.08251
92447,544930,3.111852,0.0007
92455,544938,8.917653,0.03019
92456,544939,9.809947,0.13798
92457,544940,10.017599,0.12275
92461,544944,9.916375,0.11792
92470,544953,8.263331,0.01854
92471,544954,10.848985,0.07263
92474,544958,10.697213,0.02533
92475,544959,10.731374,0.10434
92476,544961,10.846642,0.13743
92477,544962,10.381798,0.07224
92479,544964,9.945891,0.07305
92480,544965,9.172141,0.11832
92495,544980,9.283861,0.07365
92497,544982,9.59006,0.07281
92498,544983,10.200804,0.14417
92507,544992,8.716649,0.02568
92508,544993,9.961786,0.10377
92509,544994,9.2649975,0.08221
92511,544996,9.859631,0.10411
92513,544998,9.277459,0.08178
92514,544999,9.224821,0.11773
92527,545012,9.802125,0.07311
92529,545014,9.868745,0.13727
92530,545015,10.760142,0.1482
92531,545016,10.196848,0.13715
92532,545017,11.172073,0.1219
92534,545019,11.156269,0.12171
92535,545020,10.528793,0.09467
92541,545026,9.737585,0.13706
92543,545028,10.379319,0.12146
92548,545033,9.258939,0.10481
92549,545034,10.240109,0.13687
92550,545035,9.343556,0.10502
92551,545036,9.694581,0.12187
92554,545039,9.957165,0.13696
92561,545048,10.252112,0.1377
92562,545049,11.470746,0.13694
92563,545050,7.9767003,0.03464
92571,545058,10.462244,0.13706
92576,545063,9.621899,0.08175
92577,545064,9.758151,0.13112
92592,545081,10.8329,0.13451
92594,545083,9.837555,0.11626
92595,545084,9.640333,0.11637
92596,545085,9.679023,0.08947
92600,545090,10.997061,0.14809
92601,545091,6.930782,0.00622
92602,545093,10.3359165,0.1048
92606,545097,9.695866,0.13131
92607,545098,9.594543,0.13131
92611,545102,9.913802,0.14231
92614,545106,8.902743,0.0302
92616,545108,11.175932,0.13375
92617,545110,9.258517,0.08185
92620,545113,10.265146,0.14738
92623,545116,10.299339,0.05569
92636,545129,10.685827,0.13085
92637,545130,10.359522,0.14993
92643,545136,10.1447525,0.14221
92653,545147,10.763502,0.13439
92654,545148,9.581472,0.08219
92663,545157,9.178148,0.02542
92683,545177,10.445985,0.13199
92688,545182,9.4637375,0.13114
92694,545188,9.37108,0.08185
92709,545203,10.074511,0.10589
92712,545206,9.806185,0.13115
92713,545207,9.903635,0.10584
92726,545220,8.830054,0.04811
92742,545236,8.696305,0.0481
92748,545242,9.829146,0.13502
92752,545246,1.5987802,0.00018
92755,545250,10.298801,0.13584
92757,545252,8.381163,0.03706
92762,545257,11.092093,0.10633
92763,545258,10.962203,0.10588
92764,545259,11.023945,0.14958
92766,545261,9.753595,0.08787
92773,545268,9.287278,0.09059
92777,545272,10.090007,0.10611
92786,545281,10.5408945,0.10669
92789,545284,10.091206,0.08526
92792,545287,9.46559,0.08511
92794,545289,9.457587,0.08221
92795,545290,9.4722595,0.10628
92802,545297,10.580351,0.12253
92811,545306,10.05769,0.03835
92812,545307,10.961088,0.13649
92813,545308,10.585774,0.08983
92816,545311,11.232124,0.10558
92819,545314,10.697525,0.10616
92820,545315,10.859842,0.12989
92821,545316,10.207777,0.10762
92829,545324,10.617653,0.13037
92839,545334,9.778372,0.138
92840,545335,10.283197,0.13616
92846,545341,10.620064,0.13758
92847,545342,10.128326,0.08853
92848,545343,10.334446,0.10631
92849,545344,10.545474,0.10596
92850,545345,10.588518,0.13771
92851,545346,10.602206,0.14955
92852,545347,11.1242075,0.14948
92859,545354,10.625902,0.13815
92860,545355,9.656763,0.10654
92866,545361,9.673775,0.14941
92874,545371,10.359947,0.12211
92875,545372,11.00923,0.10603
92876,545373,9.830476,0.10512
92878,545375,11.081198,0.14851
92879,545376,10.263982,0.12219
92880,545377,10.454459,0.13934
92886,545383,10.667059,0.14837
92893,545390,9.725263,0.1226
92894,545391,10.095296,0.1498
92896,545393,9.722409,0.11548
92898,545395,9.351268,0.12183
92908,545406,10.146815,0.1379
92909,545407,11.570958,0.12112
92910,545408,10.241231,0.12044
92912,545411,10.144042,0.05071
92913,545412,10.65264,0.14933
92915,545414,11.492803,0.14818
92917,545416,11.26829,0.14887
92919,545418,9.847488,0.14955
92920,545419,10.804099,0.13976
92933,545432,10.838165,0.14917
92937,545436,9.101349,0.05072
92938,545437,10.513303,0.14902
92939,545438,9.948362,0.14822
92942,545441,10.8102,0.14832
92945,545444,10.187404,0.12212
92946,545445,9.314927,0.12167
92955,545454,11.02647,0.07204
92957,545456,9.628246,0.07224
92971,545470,8.925193,0.05718
92975,545474,9.602894,0.14347
92978,545477,8.896395,0.0715
92985,545486,10.171992,0.07278
92986,545487,10.132691,0.07206
92987,545488,10.185331,0.14771
92991,545492,11.468714,0.14452
93003,545504,9.821092,0.14832
93007,545508,9.930519,0.14878
93017,545518,10.537505,0.13231
93018,545519,10.215628,0.07209
93019,545520,10.340452,0.10679
93020,545521,10.162618,0.1395
93021,545522,11.082258,0.14468
93022,545523,9.791733,0.08044
93024,545525,10.771558,0.13981
93027,545528,10.251468,0.13401
93036,545537,9.918635,0.14445
93038,545539,9.520087,0.1395
93039,545540,9.669123,0.13274
93044,545546,9.858607,0.13703
93053,545555,9.944575,0.1445
93064,545566,9.117687,0.08324
93067,545570,11.045176,0.14312
93069,545573,11.331937,0.13257
93070,545574,11.152633,0.13274
93071,545575,10.465502,0.14234
93072,545576,10.500636,0.05696
93080,545584,10.57229,0.14324
93082,545586,9.147853,0.05714
93092,545596,10.05701,0.14483
93100,545604,11.304873,0.13259
93107,545612,9.604115,0.14354
93113,545618,11.244885,0.1461
93114,545619,11.250752,0.14359
93115,545620,10.777944,0.14271
93116,545621,10.790554,0.14214
93119,545624,10.452022,0.14912
93120,545625,10.297646,0.14922
93127,545632,9.416359,0.05697
93135,545640,10.073072,0.14596
93136,545644,10.927381,0.14421
93138,545646,10.903146,0.14325
93139,545647,10.764311,0.14278
93140,545648,10.97086,0.14267
93141,545649,11.09791,0.14341
93142,545650,10.905831,0.14591
93143,545651,10.9959755,0.14567
93146,545654,10.761894,0.14384
93150,545658,9.08232,0.10542
93162,545670,9.627138,0.14176
93163,545671,9.802012,0.1439
93167,545675,10.246944,0.14152
93171,545679,10.095616,0.14492
93179,545687,11.336269,0.1444
93180,545688,11.185829,0.14287
93181,545689,10.97112,0.14504
93183,545691,11.01463,0.14741
93190,545698,10.710564,0.14981
93199,545708,9.265545,0.05686
93201,545710,9.79903,0.14295
93204,545713,9.678435,0.08472
93205,545714,10.653991,0.10821
93206,545715,10.751749,0.14533
93211,545720,9.416479,0.14547
93212,545721,9.86977,0.14445
93215,545724,10.756557,0.13018
93221,545730,10.052104,0.14481
93223,545733,10.978574,0.10836
93225,545735,11.100273,0.14401
93226,545736,10.747159,0.14699
93227,545737,10.529809,0.14934
93229,545739,10.737774,0.14472
93230,545740,9.963714,0.04435
93232,545742,10.992347,0.14966
93233,545743,11.393922,0.14436
93236,545746,11.207627,0.14959
93238,545748,10.585416,0.14735
93243,545753,10.843634,0.14334
93245,545755,8.643015,0.04459
93246,545756,9.882567,0.149
93247,545757,10.282181,0.14937
93248,545758,9.848555,0.14851
93249,545759,10.11947,0.14694
93250,545760,9.761152,0.14645
93251,545761,10.59022,0.14943
93253,545763,10.403406,0.14913
93254,545764,9.974704,0.14586
93260,545770,11.245443,0.14709
93261,545771,10.8911705,0.11003
93262,545772,11.475666,0.1487
93263,545773,11.052838,0.14859
93265,545775,10.980601,0.1488
93266,545776,10.93525,0.14842
93267,545777,9.7308035,0.10351
93268,545778,10.515877,0.14895
93274,545785,10.656223,0.1474
93275,545786,10.61221,0.14546
93276,545787,10.717989,0.1494
93283,545794,9.92049,0.13624
93290,545802,10.931599,0.1443
93292,545804,9.592258,0.08479
93293,545805,11.383942,0.14539
93297,545809,10.010807,0.04373
93298,545810,9.899737,0.14857
93299,545811,9.861225,0.14717
93300,545812,10.595394,0.13414
93301,545813,10.752704,0.14642
93302,545814,10.914677,0.13384
93304,545816,9.884273,0.1029
93306,545818,10.432373,0.14742
93310,545822,11.166051,0.14757
93311,545823,10.612527,0.14547
93314,545826,9.721621,0.14823
93320,545832,8.081286,0.02864
93323,545836,0.749718,0.00011
93325,545839,9.441251,0.0443
93326,545840,11.569646,0.14622
93327,545841,11.062429,0.14549
93328,545842,10.59124,0.12955
93329,545843,11.756253,0.13127
93331,545845,10.03825,0.1453
93333,545847,8.960617,0.05735
93337,545851,10.343984,0.1292
93338,545852,10.237079,0.12916
93339,545853,10.36242,0.13133
93342,545856,10.525788,0.13069
93345,545859,9.854077,0.12973
93347,545862,10.172538,0.14676
93352,545870,10.385767,0.13163
93353,545871,9.838133,0.14659
93354,545872,11.396073,0.13186
93355,545873,11.186112,0.13776
93358,545877,10.2669735,0.14469
93368,545887,9.309749,0.14648
93370,545889,9.89129,0.14744
93376,545895,10.213576,0.14517
93379,545903,11.025531,0.04161
93381,545907,9.041779,0.05642
93389,545915,10.2415695,0.14767
93391,545917,8.775196,0.0418
93393,545919,9.701193,0.13411
93398,545924,8.905005,0.03475
93399,545925,10.383021,0.03443
93400,545928,8.905209,0.0774
93402,545930,9.173291,0.04197
93411,545941,8.997067,0.08089
93413,545943,10.976524,0.14299
93414,545944,10.014756,0.14307
93421,545951,10.411684,0.1471
93422,545952,9.943617,0.11015
93428,545958,9.976327,0.14314
93437,545970,11.267153,0.14243
93441,545974,10.295224,0.14202
93442,545975,10.487851,0.14285
93444,545977,8.6393795,0.05613
93445,545978,8.973958,0.05622
93447,545980,8.733553,0.0346
93452,545986,10.00028,0.0276
93467,546003,10.644857,0.14696
93468,546004,10.982129,0.11917
93482,546021,9.513032,0.0349
93483,546022,10.773668,0.1464
93486,546025,10.969969,0.08319
93487,546026,9.448111,0.08254
93488,546027,10.139046,0.08321
93492,546031,10.2262945,0.14722
93494,546033,9.259458,0.06475
93495,546034,10.423954,0.14786
93498,546040,11.142757,0.02657
93500,546042,9.737244,0.07015
93501,546043,9.641024,0.02685
93512,546056,10.906313,0.11057
93517,546061,9.611678,0.10986
93518,546062,9.726422,0.14743
93523,546067,9.583083,0.0994
93527,546071,9.106402,0.04327
93528,546072,9.734854,0.07756
93529,546073,9.400096,0.0349
93530,546074,8.711262,0.0434
93552,546096,9.713045,0.09944
93553,546097,10.418937,0.11941
93555,546099,9.926191,0.1195
93567,546111,9.010365,0.09948
93577,546122,9.897657,0.07814
93578,546123,10.114025,0.1198
93581,546126,9.840438,0.08367
93594,546142,9.519956,0.07677
93597,546148,9.556514,0.05481
93601,547807,10.575917,0.12436
93618,547857,10.298955,0.12487
93626,547897,10.340857,0.10671
93627,547898,10.246986,0.10751
93644,548739,10.36628,0.05738
93654,548774,2.8006706,0.00014
93656,548779,10.327681,0.10844
93657,548780,9.820077,0.10837
93659,548784,8.752191,0.04047
93660,548786,10.633428,0.08478
93665,548810,9.777248,0.07979
93666,548820,11.119515,0.10801
93668,548827,10.92121,0.10806
93670,548829,10.542901,0.10854
93671,548831,11.000562,0.10816
93673,548833,10.934762,0.14349
93674,548834,10.162802,0.0803
93675,548835,11.079454,0.07897
93676,548837,10.684113,0.08011
93682,548851,9.699293,0.08496
93683,548863,11.050649,0.13902
93686,548867,9.976849,0.14047
93687,548868,9.961033,0.07943
93690,548872,10.839183,0.07911
93691,548873,10.089333,0.07963
93692,548875,10.572316,0.07944
93697,548892,9.423838,0.07922
93701,548914,10.961379,0.08537
93703,548916,10.403813,0.1004
93704,548918,11.008226,0.1085
93705,548921,11.117862,0.10872
93709,548937,9.947505,0.08538
93711,548946,10.651064,0.05057
93712,548947,10.916499,0.05087
93715,548954,10.994568,0.08048
93721,548962,11.118021,0.10827
93730,548994,10.349827,0.108
93731,548995,10.849856,0.10816
93733,548997,10.630838,0.10892
93734,548998,10.717353,0.10855
93735,548999,9.851424,0.07689
93741,549023,9.656612,0.07719
93742,549030,10.575056,0.13591
93743,549031,10.639418,0.1353
93744,549032,11.21394,0.10876
93747,549037,11.025329,0.13595
93755,549068,10.777347,0.13537
93756,549070,10.379329,0.05193
93757,549071,9.543404,0.0783
93758,549073,10.228251,0.05223
93775,549096,11.009665,0.12929
93777,549098,8.944326,0.05452
93779,549100,9.481557,0.05714
93782,549108,11.13233,0.12969
93808,549170,11.0335045,0.1085
93809,549175,10.466689,0.108
93810,549176,10.114886,0.10946
93811,549177,10.843497,0.13598
93812,549178,8.864204,0.03075
93814,549180,10.770153,0.03053
93816,549182,9.88943,0.0527
93823,549200,10.181845,0.10967
93826,549216,9.836769,0.05206
93832,549223,9.970583,0.08621
93842,549251,11.188513,0.02954
93847,549263,10.1538515,0.05252
93861,549287,9.54936,0.10621
93862,549289,9.001982,0.04987
93863,549296,11.252244,0.05217
93868,549310,11.084503,0.10587
93870,549313,10.117826,0.05726
93871,549314,8.878055,0.02989
93876,549327,10.477381,0.07985
93879,549340,9.588063,0.07782
93880,549342,10.128965,0.0747
93881,549343,11.054142,0.07821
93885,549348,10.640755,0.10891
93886,549350,10.070954,0.07815
93894,549363,10.102563,0.10877
93901,549387,2.7985475,0.00018
93928,549419,9.906305,0.05581
93957,549478,10.373478,0.10482
93959,549481,10.651933,0.10854
93960,549482,10.03996,0.0509
93963,549487,10.322568,0.10465
93965,549493,10.681181,0.14934
93968,549509,9.88225,0.10908
93971,549517,10.799374,0.13636
93975,549522,10.001297,0.07304
93976,549523,9.779703,0.09174
93977,549524,9.875118,0.10258
93983,549531,10.8614855,0.10219
93985,549533,10.796712,0.12683
93988,549541,10.323778,0.12735
94001,549580,10.967793,0.13622
94003,549583,10.363687,0.10169
94004,549584,10.28142,0.13654
94007,549598,11.003867,0.10229
94008,549600,10.374709,0.09706
94009,549607,4.392482,0.00033
94012,549610,10.99668,0.10257
94039,549672,9.495716,0.07697
94041,549688,10.272025,0.10901
94043,549690,9.594755,0.04732
94046,549696,9.8477335,0.07703
94050,549706,10.787516,0.07263
94052,549708,8.736354,0.04144
94077,549777,9.384361,0.05127
94082,549799,10.547211,0.1044
94094,549837,9.213344,0.06972
94097,549840,10.047951,0.12503
94101,549857,9.985907,0.10847
94102,549862,10.193858,0.12763
94121,549906,9.83463,0.09171
94130,549922,9.774754,0.10628
94136,549937,9.809726,0.09152
94142,549947,8.955278,0.04981
94143,549956,9.527337,0.07297
94155,549978,10.5730915,0.1074
94157,549980,10.298209,0.09161
94158,549982,9.8011465,0.11624
94159,549983,10.529187,0.10566
94171,550020,10.870766,0.10599
94172,550021,11.65345,0.10637
94174,550026,10.401977,0.1055
94175,550027,11.372342,0.10567
94176,550028,10.3064165,0.10739
94180,550038,10.746933,0.10606
94183,550041,10.494461,0.10744
94184,550042,10.139663,0.10533
94196,550073,10.3310995,0.13333
94199,550080,8.070577,0.00898
94201,550086,10.040717,0.0127
94204,550090,10.272561,0.1289
94221,550143,11.001318,0.12848
94225,550150,10.013607,0.11125
94231,550158,10.489561,0.12692
94237,550181,10.470524,0.10416
94253,550225,10.828272,0.07086
94254,550226,10.698906,0.07066
94255,550227,10.37037,0.07113
94256,550230,10.486066,0.105
94265,550254,2.4974482,0.00012
94284,550315,8.747535,0.03
94286,550327,10.034776,0.0408
94287,550328,10.680447,0.04043
94288,550330,9.681303,0.04024
94296,550353,9.255924,0.02753
94297,550355,3.2179713,5e-05
94302,550361,10.4125,0.10365
94303,550364,9.616287,0.08903
94309,550389,10.632125,0.08879
94313,550394,10.918993,0.12766
94322,550431,8.442099,0.0244
94323,550432,10.166885,0.0887
94330,550448,9.630755,0.08558
94332,550458,10.19574,0.08554
94337,550467,10.906096,0.11575
94344,550483,9.901831,0.14491
94349,550501,9.880637,0.07022
94355,550513,10.096959,0.1486
94357,550517,9.953974,0.13055
94359,550523,10.592302,0.0935
94361,550531,9.57057,0.07087
94364,550535,10.153642,0.06881
94366,550542,9.293827,0.05371
94367,550545,9.546596,0.10169
94372,550553,9.984217,0.10328
94380,550562,10.293858,0.14517
94384,550575,10.448313,0.11794
94386,550582,10.47748,0.02767
94388,550586,8.695048,0.02781
94389,550587,10.29573,0.09871
94393,550593,10.1328745,0.09861
94394,550594,10.250357,0.10137
94395,550595,10.309098,0.10031
94406,550622,10.590466,0.10057
94408,550624,9.995165,0.08761
94409,550625,9.994356,0.09659
94410,550627,11.02055,0.12507
94421,550651,9.666175,0.07028
94430,550677,9.214761,0.02736
94431,550678,9.216068,0.12288
94433,550680,3.672596,0.0002
94439,550694,9.585506,0.09456
94442,550703,10.376187,0.07769
94443,550705,9.999879,0.07003
94445,550709,10.612899,0.11865
94447,550716,9.63125,0.08783
94453,550726,10.123988,0.07498
94455,550728,9.885326,0.08797
94461,550737,9.976877,0.08785
94462,550741,9.253163,0.05423
94463,550747,2.0087924,7e-05
94464,550748,1.93817,6e-05
94465,550749,9.053279,0.05167
94466,550750,11.000202,0.07799
94467,550751,10.510825,0.14702
94468,550752,11.069968,0.14715
94469,550754,11.124226,0.09332
94472,550758,9.642149,0.09396
94474,550765,9.519848,0.09433
94477,550778,10.64034,0.13419
94479,550780,10.864306,0.07013
94480,550781,10.68493,0.04825
94485,550798,9.452866,0.07008
94490,550811,10.096467,0.11751
94493,550814,10.5839,0.08785
94500,550823,9.562499,0.05488
94508,550844,10.598258,0.08811
94522,550867,9.918877,0.07574
94523,550869,9.809555,0.08781
94532,550894,9.580208,0.08813
94534,550912,9.315028,0.07016
94541,550923,10.478104,0.12518
94566,550987,10.081913,0.10312
94576,551028,9.859569,0.05302
94577,551030,10.030913,0.10339
94579,551032,11.080813,0.1354
94589,551061,9.284788,0.0531
94590,551063,10.825283,0.05398
94591,551064,9.130391,0.05452
94592,551066,10.189462,0.05298
94593,551067,11.241431,0.07008
94594,551068,10.315253,0.05444
94595,551069,10.466252,0.13674
94597,551075,9.8307295,0.07044
94605,551102,10.867049,0.12887
94624,551151,10.57582,0.14158
94627,551156,11.1240425,0.14391
94631,551162,10.69447,0.14408
94638,551192,8.944862,0.01685
94639,551194,10.085605,0.01678
94640,551196,8.691169,0.04739
94642,551198,10.386867,0.11939
94643,551200,10.201137,0.14347
94645,551202,10.261279,0.01658
94651,551212,10.217741,0.10291
94652,551213,10.721711,0.10336
94656,551218,11.067726,0.14445
94658,551228,10.32723,0.14407
94660,551234,9.62568,0.09027
94664,551239,8.614643,0.01646
94665,551246,9.939583,0.14342
94672,551273,9.666794,0.05644
94673,551275,10.351494,0.08518
94674,551276,9.665843,0.08513
94678,551299,10.569702,0.09586
94680,551303,9.649577,0.05517
94683,551308,11.253458,0.13911
94686,551316,10.547801,0.13919
94688,551325,9.987823,0.13864
94690,551332,10.276266,0.05628
94698,551345,9.149322,0.05648
94699,551350,9.305411,0.02878
94700,551352,9.494499,0.08782
94703,551368,9.103459,0.02569
94725,551420,2.6953902,8e-05
94727,551431,9.125804,0.06115
94731,551452,10.925236,0.14091
94732,551454,9.730042,0.05804
94734,551459,11.211689,0.14174
94739,551474,9.189992,0.04623
94740,551476,10.632212,0.14112
94742,551488,10.605063,0.05614
94744,551496,11.033191,0.05616
94747,551503,10.097836,0.05668
94748,551505,11.627499,0.05626
94749,551507,11.350478,0.08781
94767,551574,10.528401,0.13541
94769,551576,10.340773,0.05532
94770,551578,9.424537,0.05405
94774,551585,10.098209,0.05671
94780,551596,9.390443,0.05579
94782,551598,9.155298,0.05436
94784,551602,8.67155,0.05716
94786,551617,10.204052,0.05651
94787,551619,10.496384,0.05628
94789,551621,9.184645,0.05684
94790,551623,9.105791,0.05558
94795,551633,10.1778145,0.09781
94796,551634,9.169271,0.05554
94797,551636,7.9601135,0.02062
94801,551644,8.562305,0.05487
94802,551653,10.323209,0.13817
94803,551654,11.081029,0.13668
94804,551655,10.8076515,0.05363
94805,551656,10.809365,0.0561
94806,551657,9.949539,0.09002
94807,551658,10.003913,0.13719
94808,551660,10.811983,0.13713
94810,551666,9.441754,0.05361
94811,551671,8.971557,0.0545
94812,551672,8.580101,0.02454
94814,558842,10.81446,0.11795
94815,558844,10.635575,0.13381
94816,558845,9.859533,0.07292
94817,558846,8.454202,0.02222
94818,558854,10.394839,0.12767
94819,558855,10.709471,0.14173
94822,558858,10.041021,0.11774
94824,558860,11.027366,0.11874
94825,558861,8.857105,0.01952
94827,558863,10.584467,0.1405
94831,558875,9.800532,0.12809
94832,558886,10.734012,0.12949
94833,558887,9.102636,0.02865
94834,558889,9.846707,0.02885
94835,558890,9.603192,0.07623
94839,558907,11.250853,0.11827
94841,558911,10.097127,0.09718
94842,558912,11.23395,0.11776
94843,558913,10.396908,0.11752
94845,558915,10.503582,0.09811
94849,558929,10.674563,0.09624
94851,558933,10.517633,0.13136
94856,558949,9.79395,0.06069
94857,558950,10.671383,0.14474
94858,558953,10.627306,0.13361
94861,558964,9.26668,0.0605
94863,558970,10.356009,0.07659
94864,558972,10.231625,0.07838
94866,558977,10.459219,0.12421
94867,558978,11.257149,0.09938
94868,558980,10.649374,0.07543
94869,558981,11.220465,0.12449
94871,558991,10.141301,0.14494
94873,558994,1.8851104,0.00014
94874,558995,10.271941,0.10607
94875,558996,10.746203,0.09335
94877,558998,10.013846,0.12174
94879,559001,10.781637,0.07371
94880,559002,10.320708,0.12461
94881,559006,10.386706,0.1346
94883,559011,10.308468,0.14473
94887,559024,9.891375,0.10691
94890,559027,10.931201,0.12077
94891,559032,10.557483,0.10706
94895,559043,10.494194,0.10646
94897,559057,11.732876,0.1065
94898,559058,10.126723,0.11105
94899,559061,9.812408,0.02768
94902,559064,10.359884,0.10514
94903,559067,10.964142,0.07744
94906,559072,10.009999,0.10758
94907,559073,10.086527,0.10739
94908,559075,10.704827,0.10717
94909,559076,10.741122,0.11033
94910,559077,10.540012,0.10674
94911,559078,10.364803,0.10656
94912,559079,10.7818,0.10699
94913,559080,10.241864,0.10439
94914,559083,10.35774,0.10649
94915,559084,9.840008,0.09346
94919,559104,10.84361,0.14353
94920,559106,10.4441185,0.10478
94921,559107,11.037941,0.10868
94922,559109,10.736898,0.14372
94924,559111,9.082441,0.04326
94927,559114,10.370571,0.08073
94929,559133,10.187856,0.1065
94936,559146,10.670019,0.0606
94937,559150,10.3051605,0.11432
94950,559183,10.822482,0.11414
94951,559185,10.168168,0.11427
94959,559208,10.192479,0.117
94966,559238,10.170926,0.11741
94970,559243,10.194743,0.10164
94975,559250,11.237773,0.09217
94977,559253,9.702558,0.10566
94978,559254,10.378328,0.10642
94979,559255,11.506944,0.11708
94980,559256,9.544976,0.118
94981,559257,9.743814,0.11794
94982,559258,10.162461,0.10184
94991,559292,8.863725,0.02813
94996,559298,9.466777,0.05864
94997,559299,10.90463,0.10682
94998,559300,8.931051,0.01306
95010,559342,9.964284,0.08045
95016,559355,10.486803,0.10634
95018,559362,10.954495,0.1217
95021,559365,10.411305,0.12159
95022,559366,10.210156,0.11998
95029,559381,10.191696,0.1204
95033,559390,10.346952,0.12024
95034,559391,9.826195,0.11391
95035,559392,10.916084,0.12085
95036,559393,10.907021,0.11697
95037,559394,11.599446,0.12131
95038,559395,10.083278,0.12688
95039,559397,11.005174,0.12628
95040,559398,10.812289,0.09695
95042,559400,10.906585,0.11991
95043,559420,10.592323,0.12155
95046,559424,9.96606,0.10073
95048,559428,10.137522,0.0782
95049,559429,9.869913,0.07989
95051,559432,10.554178,0.07901
95062,559465,10.028536,0.11552
95065,559472,10.10919,0.12619
95067,559477,8.525287,0.02691
95069,559483,10.000664,0.11524
95070,559484,6.979948,0.00552
95071,559490,10.595027,0.04739
95072,559495,9.088025,0.04048
95074,559498,9.870927,0.083
95075,559499,10.68552,0.1441
95079,559518,10.074589,0.08413
95080,559521,10.812062,0.13723
95081,559523,10.658372,0.13328
95082,559524,11.288577,0.13599
95083,559525,10.904579,0.13772
95085,559527,9.500184,0.0791
95086,559528,9.836444,0.08354
95087,559529,11.287218,0.13527
95088,559530,10.508259,0.11391
95089,559531,9.911384,0.13507
95090,559532,11.233576,0.14037
95091,559533,10.757163,0.13414
95092,559534,10.727179,0.13292
95093,559535,10.6969595,0.13235
95094,559536,10.936508,0.14087
95095,559539,10.955303,0.13554
95096,559540,10.947553,0.1321
95097,559541,9.9046135,0.04761
95098,559543,10.614414,0.1323
95099,559544,11.056871,0.13765
95100,559545,10.703514,0.13455
95101,559546,11.669899,0.13849
95102,559547,10.9994955,0.13316
95103,559548,11.065491,0.14093
95104,559550,10.987768,0.13568
95105,559551,10.693201,0.13916
95106,559552,11.540269,0.13618
95107,559553,10.894128,0.13687
95108,559554,10.417608,0.137
95110,559558,10.378587,0.11437
95111,559566,10.483369,0.13957
95113,559574,8.498108,0.013
95114,559575,11.476999,0.13368
95115,559584,8.409466,0.00575
95116,559585,10.804029,0.1394
95117,559589,11.358499,0.13719
95118,559591,10.600361,0.13621
95119,559596,11.081475,0.13848
95120,559597,11.161223,0.13659
95121,559598,10.507393,0.13424
95122,559599,10.505916,0.13268
95123,559601,11.012166,0.13811
95124,559602,10.465539,0.13295
95127,559606,10.527623,0.1403
95128,559607,11.039233,0.13556
95129,559609,7.907227,0.00612
95130,559611,10.30159,0.13735
95131,559612,10.295024,0.13685
95132,559613,10.854688,0.13571
95134,559615,10.252324,0.13795
95135,559617,10.917815,0.13702
95136,559618,10.98219,0.13905
95137,559619,10.9263115,0.13459
95138,559620,10.859476,0.13502
95139,559624,10.776258,0.1232
95140,559629,10.105494,0.13294
95142,559637,10.609904,0.12215
95145,559643,9.353849,0.07865
95149,559652,10.691894,0.12342
95150,559653,10.484867,0.12411
95152,559658,10.221775,0.0762
95154,559663,10.410124,0.12416
95155,559666,9.874101,0.08163
95157,559677,9.79089,0.12372
95158,559682,10.827017,0.07711
95159,559683,11.230056,0.12335
95161,559687,10.527356,0.12361
95163,559690,11.0484705,0.10299
95164,559691,10.597506,0.10362
95165,559692,10.802019,0.07699
95167,559694,9.79275,0.09513
95176,559710,9.800815,0.10413
95184,559732,9.825714,0.07711
95185,559733,10.387752,0.12797
95186,559734,10.479979,0.12861
95188,559736,10.873252,0.12832
95189,559737,10.517545,0.12744
95191,559739,11.073552,0.12456
95194,559745,10.674826,0.12434
95199,559757,9.958413,0.1277
95208,559777,9.636689,0.05939
95210,559785,11.233121,0.13478
95211,559786,10.353577,0.08084
95214,559789,10.84858,0.13075
95215,559791,10.532415,0.13033
95216,559792,11.271984,0.13034
95217,559795,10.250982,0.13816
95221,559808,11.098052,0.12608
95222,559809,11.189817,0.12752
95224,559811,10.2988205,0.1273
95226,559814,10.372682,0.08092
95227,559815,10.814219,0.12189
95228,559816,10.870232,0.12814
95229,559817,10.537427,0.12646
95230,559818,11.097191,0.10752
95232,559820,10.615883,0.10486
95234,559822,9.84844,0.05168
95235,559823,10.191501,0.10551
95236,559826,9.807021,0.10607
95239,559838,10.263204,0.12992
95243,559852,10.897671,0.10526
95249,559859,10.599867,0.05143
95250,559862,10.974327,0.13061
95255,559879,8.120679,0.00609
95256,559881,10.356599,0.13887
95258,559893,10.127698,0.07803
95259,559895,9.2627735,0.05118
95260,559896,10.617833,0.13239
95266,559905,10.741699,0.13257
95268,559907,10.426225,0.12788
95271,559910,11.089968,0.12935
95272,559911,10.470998,0.13446
95273,559912,11.121585,0.12844
95274,559913,10.768912,0.12745
95275,559914,10.620564,0.13532
95276,559915,10.464381,0.13147
95277,559917,11.382489,0.12814
95278,559918,10.932198,0.13289
95280,559921,10.331387,0.12776
95281,559922,10.516631,0.13065
95285,559929,10.550411,0.13201
95291,559947,10.588692,0.12236
95292,559948,10.761804,0.13044
95293,559949,10.799483,0.13361
95294,559951,10.264776,0.12881
95296,559953,8.571049,0.01918
95297,559954,10.569026,0.1312
95298,559955,10.638737,0.13208
95299,559956,11.654883,0.13215
95300,559958,10.6280575,0.1317
95301,559959,10.893194,0.1319
95302,559960,10.645323,0.13273
95303,559961,11.42541,0.13203
