# 1: Tile name,# 2: Right ascension (degr,# 3: Declination (degr,# 4: Filter,# 5: Date (start of observation,# 6: Average PSF FWHM (arcsec),# 7: Average PSF ellipticity,# 8: Limiting magnitude (5 sigma,# 9: 98% completeness (mag),# 10: Average effective gain,# 11: Quality grade
KIDS_345.6_-34.1,345.6,-34.126,u,10/28/13 02:11 AM,0.81,0.04,24.32,23.23,3.42E+12,A
KIDS_224.6_2.5,224.624,2.478,i,08/28/12 12:01 AM,0.89,0.05,23.34,22.2,1.27E+13,B
KIDS_182.0_-0.5,182,-0.5,i,03/01/15 03:21 AM,0.96,0.05,23.83,22.68,1.34E+13,B
KIDS_219.6_2.5,219.61,2.478,g,06/17/15 01:58 AM,0.8,0.04,25.2,24.17,1.67E+13,B
KIDS_235.0_0.5,235,0.5,u,07/18/15 01:37 AM,0.94,0.04,24.21,22.88,3.09E+12,B
KIDS_50.4_-34.1,50.4,-34.126,i,02/03/12 02:34 AM,1.06,0.04,23.76,22.56,1.31E+13,B
KIDS_211.0_1.5,211,1.489,g,06/09/15 02:34 AM,0.8,0.04,25.2,24.2,1.65E+13,A
KIDS_337.6_-32.1,337.647,-32.148,i,07/29/12 04:00 AM,0.7,0.05,23.65,22.68,1.31E+13,C
KIDS_342.0_-34.1,342,-34.126,g,05/06/14 09:23 AM,1,0.05,25.02,23.88,1.66E+13,A
KIDS_211.0_1.5,211,1.489,r,07/21/14 12:11 AM,0.79,0.04,25.02,23.95,3.11E+13,A
KIDS_189.0_-0.5,189,-0.5,r,06/09/15 01:26 AM,0.77,0.04,25.03,23.98,2.96E+13,A
KIDS_212.0_-0.5,212,-0.5,i,03/12/14 04:42 AM,0.71,0.05,23.72,22.67,1.25E+13,B
KIDS_50.6_-32.1,50.588,-32.148,i,11/07/11 03:03 AM,0.94,0.04,23.82,22.65,1.37E+13,B
KIDS_176.0_-0.5,176,-0.5,g,03/17/12 06:04 AM,0.91,0.04,24.94,23.74,1.68E+13,A
KIDS_141.4_2.5,141.393,2.478,g,04/09/13 01:07 AM,0.8,0.04,25.09,23.98,1.75E+13,A
KIDS_225.0_0.5,225,0.5,r,07/18/15 11:26 PM,0.6,0.05,24.97,24.07,3.01E+13,B
KIDS_225.0_0.5,225,0.5,u,08/02/15 11:37 PM,1.11,0.03,24.33,23.03,3.31E+12,B
KIDS_50.1_-31.2,50.097,-31.159,u,01/15/15 02:33 AM,1.25,0.04,24.31,23.16,3.24E+12,A
KIDS_341.6_-30.2,341.597,-30.17,r,09/28/14 01:34 AM,0.84,0.04,25.01,23.96,3.04E+13,B
KIDS_134.0_-1.5,134,-1.489,g,03/01/14 03:16 AM,0.76,0.04,25.12,24.05,1.74E+13,A
KIDS_330.3_-33.1,330.297,-33.137,u,07/28/14 04:30 AM,0.92,0.05,24.31,23.28,3.29E+12,C
KIDS_141.4_2.5,141.393,2.478,r,05/02/13 11:33 PM,0.67,0.05,24.79,23.93,3.17E+13,A
KIDS_330.3_-33.1,330.297,-33.137,r,11/12/14 01:09 AM,0.8,0.04,25.02,23.99,2.95E+13,A
KIDS_41.6_-33.1,41.584,-33.137,r,10/01/13 08:08 AM,0.79,0.06,25.13,24.17,3.08E+13,B
KIDS_358.8_-33.1,358.812,-33.137,u,11/24/13 01:17 AM,0.94,0.03,24.19,22.9,3.47E+12,B
KIDS_48.7_-33.1,48.713,-33.137,g,01/24/14 01:02 AM,0.92,0.03,25.32,24.15,1.76E+13,B
KIDS_335.0_-33.1,335.05,-33.137,u,07/21/14 08:50 AM,1.19,0.04,24.11,22.71,3.32E+12,B
KIDS_44.0_-33.1,43.96,-33.137,r,11/18/12 03:15 AM,0.58,0.05,25.16,24.3,2.96E+13,B
KIDS_340.0_-32.1,340,-32.148,u,09/20/11 01:51 AM,0.99,0.04,24.32,23.16,3.49E+12,B
KIDS_216.0_-1.5,216,-1.489,u,03/01/14 07:18 AM,0.87,0.04,24.24,22.96,3.32E+12,B
KIDS_340.0_-32.1,340,-32.148,r,10/01/13 12:41 AM,0.59,0.05,24.93,24.04,3.08E+13,B
KIDS_216.0_-1.5,216,-1.489,r,07/11/13 01:17 AM,0.81,0.06,24.92,23.91,3.11E+13,B
KIDS_221.0_-1.5,221,-1.489,i,02/26/13 08:42 AM,1.18,0.03,23.41,22.06,1.36E+13,B
KIDS_35.6_-33.1,35.644,-33.137,u,10/29/14 03:05 AM,1.13,0.04,24.27,23.07,3.28E+12,B
KIDS_349.2_-34.1,349.2,-34.126,g,07/30/14 05:52 AM,0.87,0.04,25.28,24.16,1.76E+13,B
KIDS_43.7_-30.2,43.706,-30.17,i,11/14/11 07:23 AM,1.03,0.04,23.54,22.39,1.36E+13,B
KIDS_342.4_-32.1,342.353,-32.148,g,11/11/14 12:24 AM,1.17,0.05,25.12,23.8,1.62E+13,B
KIDS_187.5_2.5,187.521,2.478,g,05/10/15 11:23 PM,1.09,0.04,25.14,23.92,1.69E+13,B
KIDS_223.0_-1.5,223,-1.489,u,03/07/14 07:53 AM,0.97,0.04,24.15,22.79,3.37E+12,B
KIDS_335.0_-33.1,335.05,-33.137,r,06/22/15 07:17 AM,0.72,0.04,25.05,24.05,2.94E+13,B
KIDS_159.0_0.5,159,0.5,i,12/26/12 06:10 AM,0.78,0.05,23.64,22.6,1.41E+13,B
KIDS_216.0_-1.5,216,-1.489,i,03/25/13 07:26 AM,1.16,0.04,23.68,22.4,1.35E+13,B
KIDS_176.0_-1.5,176,-1.489,g,04/06/13 05:43 AM,0.81,0.05,25.05,24.01,1.67E+13,B
KIDS_159.0_0.5,159,0.5,u,01/18/15 07:11 AM,0.96,0.06,24.35,23.46,3.37E+12,B
KIDS_131.0_-0.5,131,-0.5,r,01/03/14 06:01 AM,0.63,0.05,25.01,24.12,3.08E+13,B
KIDS_45.1_-33.1,45.149,-33.137,r,11/17/12 05:43 AM,0.93,0.04,25.14,23.98,2.94E+13,B
KIDS_223.0_-1.5,223,-1.489,g,04/03/14 08:33 AM,0.79,0.04,25.02,23.97,1.73E+13,A
KIDS_47.5_-33.1,47.525,-33.137,i,12/18/11 06:22 AM,0.85,0.05,23.76,22.7,1.30E+13,C
KIDS_0.0_-33.1,0,-33.137,u,08/02/14 06:35 AM,1.05,0.04,24.36,23.25,3.45E+12,A
KIDS_350.7_-31.2,350.68,-31.159,u,08/14/12 08:19 AM,1.02,0.03,24.17,22.82,3.31E+12,A
KIDS_159.0_0.5,159,0.5,r,01/18/15 06:21 AM,0.71,0.07,25.15,24.15,2.98E+13,A
KIDS_342.4_-32.1,342.353,-32.148,u,09/24/13 01:20 AM,0.9,0.04,24.33,23.21,3.36E+12,B
KIDS_49.5_-30.2,49.457,-30.17,r,10/10/13 07:49 AM,0.76,0.04,25.13,24.2,3.18E+13,A
KIDS_138.0_-1.5,138,-1.489,g,12/15/12 07:06 AM,0.95,0.07,25.13,23.91,1.73E+13,B
KIDS_234.0_-0.5,234,-0.5,u,07/18/15 01:13 AM,1,0.04,24.24,22.82,3.14E+12,B
KIDS_234.0_-0.5,234,-0.5,r,07/17/15 01:30 AM,0.62,0.05,25.13,24.17,3.03E+13,B
KIDS_216.0_0.5,216,0.5,g,04/09/14 08:23 AM,0.67,0.05,25.02,24.07,1.65E+13,A
KIDS_187.0_-1.5,187,-1.489,u,03/18/13 06:38 AM,1.19,0.04,24.15,22.95,3.24E+12,B
KIDS_45.4_-31.2,45.437,-31.159,i,12/22/11 05:06 AM,1.07,0.04,23.96,22.64,1.17E+13,B
KIDS_189.0_-0.5,189,-0.5,u,05/21/15 01:02 AM,1.06,0.03,24.18,23.04,3.37E+12,A
KIDS_352.9_-33.1,352.871,-33.137,g,10/28/13 05:08 AM,0.91,0.05,25.04,23.96,1.59E+13,A
KIDS_44.7_-32.1,44.706,-32.148,u,10/16/12 07:50 AM,0.66,0.04,24.24,23.11,3.35E+12,B
KIDS_237.0_-0.5,237,-0.5,u,04/17/13 07:55 AM,0.97,0.07,24.13,22.85,3.25E+12,B
KIDS_237.0_0.5,237,0.5,r,07/12/13 02:43 AM,0.56,0.05,25,24.1,3.12E+13,B
KIDS_339.3_-30.2,339.297,-30.17,r,06/22/14 06:50 AM,0.71,0.05,25.04,24,3.11E+13,A
KIDS_339.3_-30.2,339.297,-30.17,g,10/07/13 12:29 AM,0.85,0.04,25.22,24.15,1.76E+13,A
KIDS_217.0_1.5,217,1.489,u,03/12/14 08:47 AM,0.88,0.04,24.09,22.87,3.04E+12,A
KIDS_48.3_-30.2,48.307,-30.17,i,11/14/11 06:14 AM,0.85,0.04,23.69,22.62,1.37E+13,B
KIDS_337.4_-33.1,337.426,-33.137,i,07/26/12 03:44 AM,0.89,0.04,24.01,22.92,1.30E+13,A
KIDS_138.4_2.5,138.384,2.478,u,04/12/13 12:33 AM,1.03,0.03,24.18,22.89,3.30E+12,C
KIDS_175.0_0.5,175,0.5,u,02/29/12 05:53 AM,0.85,0.04,24.26,23.08,3.32E+12,A
KIDS_349.6_-30.2,349.649,-30.17,u,07/28/14 06:26 AM,0.9,0.04,24.32,23.3,3.46E+12,B
KIDS_46.8_-34.1,46.8,-34.126,i,11/08/11 05:53 AM,0.81,0.04,23.79,22.78,1.39E+13,B
KIDS_221.0_0.5,221,0.5,u,05/06/14 05:06 AM,0.78,0.04,24.16,22.64,3.32E+12,B
KIDS_336.5_-32.1,336.471,-32.148,i,08/24/12 12:30 AM,1.15,0.04,23.71,22.41,1.34E+13,B
KIDS_351.8_-32.1,351.765,-32.148,r,07/16/13 06:01 AM,0.78,0.05,25.03,24.05,3.12E+13,B
KIDS_213.0_0.5,213,0.5,r,03/26/14 06:09 AM,0.69,0.06,24.86,23.92,2.99E+13,B
KIDS_346.9_-33.1,346.931,-33.137,i,10/02/11 06:20 AM,0.77,0.05,23.97,23.03,1.35E+13,A
KIDS_42.0_-34.1,42,-34.126,i,01/01/12 02:21 AM,0.75,0.05,24.11,23.06,1.33E+13,C
KIDS_213.0_0.5,213,0.5,i,07/30/12 12:45 AM,1.11,0.05,23.34,22.14,1.30E+13,B
KIDS_233.0_0.5,233,0.5,g,04/08/14 06:37 AM,0.89,0.04,25.06,23.9,1.69E+13,B
KIDS_233.0_0.5,233,0.5,i,02/13/14 07:21 AM,1.11,0.05,23.56,22.25,1.31E+13,B
KIDS_233.0_0.5,233,0.5,u,04/15/15 06:30 AM,1.31,0.05,24.2,23.01,3.34E+12,B
KIDS_357.6_-33.1,357.624,-33.137,g,07/30/14 06:49 AM,0.8,0.04,25.16,24.08,1.64E+13,A
KIDS_213.0_-0.5,213,-0.5,g,04/07/14 08:25 AM,1.02,0.04,24.87,23.76,1.56E+13,B
KIDS_213.0_-0.5,213,-0.5,i,07/03/12 03:19 AM,0.64,0.05,22.96,22.04,1.29E+13,B
KIDS_174.0_-0.5,174,-0.5,r,04/17/13 01:56 AM,0.74,0.06,24.76,23.79,3.12E+13,B
KIDS_36.8_-33.1,36.832,-33.137,r,12/08/13 02:33 AM,0.68,0.04,25.01,24.1,3.20E+13,B
KIDS_213.0_-1.5,213,-1.489,u,03/01/14 06:47 AM,1.07,0.04,24.2,23.06,3.29E+12,B
KIDS_211.6_2.5,211.588,2.478,i,07/07/12 01:50 AM,0.63,0.05,23.69,22.73,1.31E+13,B
KIDS_47.2_-30.2,47.157,-30.17,r,12/31/13 03:10 AM,0.92,0.04,25.04,23.96,2.97E+13,A
KIDS_224.0_-0.5,224,-0.5,i,03/25/13 06:57 AM,0.86,0.05,23.73,22.65,1.34E+13,B
KIDS_49.5_-30.2,49.457,-30.17,u,10/25/14 06:29 AM,1.1,0.04,24.31,23.12,3.45E+12,B
KIDS_178.5_-2.5,178.496,-2.478,r,05/01/13 01:59 AM,0.76,0.05,24.84,23.89,3.16E+13,B
KIDS_211.6_2.5,211.588,2.478,g,05/15/15 05:27 AM,0.91,0.05,25.05,23.92,1.57E+13,B
KIDS_220.0_0.5,220,0.5,r,04/28/14 06:19 AM,0.74,0.05,24.89,24,3.11E+13,A
KIDS_220.0_0.5,220,0.5,g,06/30/14 02:08 AM,0.97,0.04,25.2,24.04,1.66E+13,B
KIDS_339.6_-34.1,339.6,-34.126,r,06/22/14 07:31 AM,0.8,0.05,25.03,23.93,3.10E+13,A
KIDS_163.0_0.5,163,0.5,i,01/25/13 07:04 AM,0.62,0.05,23.61,22.67,1.38E+13,B
KIDS_179.5_-2.5,179.499,-2.478,r,01/29/14 06:59 AM,0.66,0.05,25.1,24.17,3.02E+13,B
KIDS_351.6_-34.1,351.6,-34.126,g,05/08/14 09:15 AM,0.79,0.05,25.05,24,1.63E+13,B
KIDS_150.1_2.2,150.418,2.478,g,11/25/14 07:53 AM,1.04,0.05,25.05,23.87,1.66E+13,B
KIDS_341.6_-30.2,341.597,-30.17,u,07/27/14 06:19 AM,1.08,0.03,24.36,23.08,3.48E+12,C
KIDS_150.1_2.2,150.418,2.478,u,12/26/14 07:36 AM,0.74,0.04,24.27,23.1,3.31E+12,B
KIDS_150.1_2.2,150.418,2.478,i,11/25/12 06:56 AM,1.04,0.04,23.61,22.4,1.30E+13,B
KIDS_223.0_-1.5,223,-1.489,r,03/26/14 06:47 AM,0.69,0.07,24.86,23.91,3.02E+13,B
KIDS_345.6_-34.1,345.6,-34.126,g,07/21/14 04:25 AM,1.11,0.04,25.27,24.02,1.68E+13,B
KIDS_40.0_-32.1,40,-32.148,r,12/11/12 03:32 AM,0.66,0.05,25.22,24.27,3.17E+13,A
KIDS_48.2_-32.1,48.235,-32.148,r,08/25/12 06:51 AM,0.66,0.05,24.97,23.95,2.95E+13,A
KIDS_187.0_1.5,187,1.489,r,02/27/14 06:05 AM,0.77,0.05,24.82,23.83,2.97E+13,B
KIDS_47.2_-30.2,47.157,-30.17,u,01/28/14 01:15 AM,1.21,0.03,24.22,22.9,3.27E+12,B
KIDS_333.9_-33.1,333.861,-33.137,r,06/20/15 07:46 AM,0.68,0.04,25.06,24.15,2.82E+13,B
KIDS_344.4_-34.1,344.4,-34.126,r,07/20/14 07:56 AM,0.81,0.04,24.95,23.83,3.11E+13,B
KIDS_220.0_0.5,220,0.5,i,08/02/12 01:00 AM,0.74,0.04,23.22,22.24,1.28E+13,C
KIDS_132.0_-1.5,132,-1.489,r,11/29/13 06:28 AM,0.65,0.05,24.97,24.05,3.00E+13,A
KIDS_347.1_-32.1,347.059,-32.148,u,09/24/13 02:08 AM,1.01,0.03,24.35,23.31,3.43E+12,B
KIDS_211.6_2.5,211.588,2.478,u,03/12/14 07:52 AM,1.03,0.04,24.11,22.88,3.08E+12,A
KIDS_216.6_-2.5,216.602,-2.478,i,07/12/14 02:01 AM,0.75,0.05,23.47,22.4,1.34E+13,B
KIDS_138.0_-0.5,138,-0.5,g,02/28/14 01:11 AM,0.73,0.04,24.98,23.96,1.57E+13,B
KIDS_220.6_2.5,220.613,2.478,i,02/22/13 07:01 AM,0.66,0.05,23.88,22.96,1.38E+13,B
KIDS_34.8_-34.1,34.8,-34.126,i,01/12/12 03:37 AM,0.84,0.05,23.54,22.51,1.27E+13,B
KIDS_3.6_-34.1,3.6,-34.126,i,07/05/12 05:59 AM,0.83,0.05,23.02,21.87,1.31E+13,B
KIDS_180.5_2.5,180.501,2.478,g,02/15/15 08:16 AM,0.76,0.04,25,23.97,1.72E+13,A
KIDS_184.5_2.5,184.513,2.478,u,04/21/14 02:07 AM,0.89,0.04,24.14,23.02,3.17E+12,B
KIDS_184.5_2.5,184.513,2.478,g,05/11/15 03:54 AM,0.69,0.06,25.09,24.09,1.67E+13,B
KIDS_138.0_-0.5,138,-0.5,u,12/31/13 06:27 AM,0.94,0.03,24.18,22.72,3.33E+12,A
KIDS_329.4_-32.1,329.412,-32.148,g,09/21/14 01:11 AM,0.85,0.04,25.18,24.06,1.64E+13,A
KIDS_329.4_-32.1,329.412,-32.148,u,07/21/14 07:15 AM,1.03,0.04,24.26,23.26,3.49E+12,C
KIDS_134.4_2.5,134.373,2.478,i,05/08/12 12:01 AM,0.76,0.05,23.59,22.53,1.33E+13,B
KIDS_186.0_-1.5,186,-1.489,u,01/29/14 08:16 AM,1.2,0.03,24.28,23.01,3.36E+12,A
KIDS_224.0_1.5,224,1.489,i,02/25/13 08:29 AM,0.64,0.06,23.58,22.65,1.37E+13,B
KIDS_160.0_0.5,160,0.5,g,01/18/15 08:24 AM,0.92,0.05,25.17,24.08,1.72E+13,B
KIDS_214.0_-1.5,214,-1.489,i,03/24/13 07:14 AM,0.67,0.05,23.87,22.92,1.35E+13,B
KIDS_338.8_-32.1,338.824,-32.148,g,09/15/11 11:58 PM,0.85,0.05,25.06,23.94,1.68E+13,B
KIDS_161.0_0.5,161,0.5,g,01/27/15 05:18 AM,0.71,0.05,25.11,24.15,1.62E+13,B
KIDS_176.0_-0.5,176,-0.5,i,07/12/14 12:14 AM,1.03,0.05,23.26,22.08,1.30E+13,B
KIDS_354.1_-33.1,354.059,-33.137,u,11/09/12 01:25 AM,0.94,0.04,24.29,23.04,3.47E+12,A
KIDS_346.0_-31.2,346.019,-31.159,u,07/26/12 08:43 AM,0.94,0.07,24.1,23.11,3.40E+12,B
KIDS_330.3_-33.1,330.297,-33.137,g,05/09/14 09:03 AM,0.72,0.04,25.11,24.02,1.72E+13,A
KIDS_141.4_2.5,141.393,2.478,u,02/14/13 04:35 AM,1.1,0.03,24.18,22.78,3.31E+12,B
KIDS_225.0_0.5,225,0.5,g,07/19/15 02:03 AM,0.72,0.05,24.48,23.47,8.66E+12,B
KIDS_184.5_-2.5,184.513,-2.478,g,01/22/15 07:02 AM,0.84,0.04,25.15,24.1,1.72E+13,A
KIDS_184.5_-2.5,184.513,-2.478,i,01/26/13 07:16 AM,0.72,0.04,23.69,22.74,1.37E+13,B
KIDS_347.3_-30.2,347.348,-30.17,g,10/04/15 01:34 AM,0.84,0.04,25.14,24.1,1.64E+13,A
KIDS_184.5_-2.5,184.513,-2.478,u,03/25/14 04:14 AM,0.72,0.05,24.18,23.16,3.39E+12,B
KIDS_188.0_0.5,188,0.5,r,06/05/15 11:14 PM,0.85,0.04,24.89,23.81,3.03E+13,A
KIDS_41.6_-33.1,41.584,-33.137,u,12/07/13 03:48 AM,0.98,0.03,24.18,22.73,3.34E+12,A
KIDS_358.8_-33.1,358.812,-33.137,r,11/25/13 02:40 AM,0.64,0.04,24.99,24.09,3.04E+13,B
KIDS_224.0_0.5,224,0.5,g,07/19/14 02:25 AM,1.07,0.05,25.16,23.95,1.62E+13,B
KIDS_223.6_2.5,223.621,2.478,u,03/10/14 07:09 AM,1.26,0.03,24.16,22.81,3.25E+12,A
KIDS_187.5_2.5,187.521,2.478,r,04/22/14 01:20 AM,0.59,0.05,24.88,24.01,3.02E+13,A
KIDS_35.6_-33.1,35.644,-33.137,i,01/06/12 02:16 AM,1.17,0.06,23.6,22.28,1.36E+13,B
KIDS_187.5_2.5,187.521,2.478,u,03/30/14 04:33 AM,1,0.03,24.17,22.95,3.33E+12,B
KIDS_223.0_-1.5,223,-1.489,i,07/06/12 03:10 AM,0.96,0.05,23.49,22.41,1.34E+13,C
KIDS_137.0_-1.5,137,-1.489,u,04/12/13 12:58 AM,0.96,0.04,24.21,22.87,3.34E+12,A
KIDS_181.0_-0.5,181,-0.5,r,03/09/13 07:17 AM,0.8,0.05,24.93,23.91,3.13E+13,B
KIDS_182.0_-0.5,182,-0.5,u,05/22/12 11:48 PM,1.14,0.05,24.15,23.23,3.20E+12,B
KIDS_224.6_2.5,224.624,2.478,r,07/18/14 12:39 AM,0.7,0.05,25.04,24.04,3.06E+13,A
KIDS_217.0_0.5,217,0.5,u,03/09/14 08:21 AM,0.94,0.03,24.2,23.08,3.34E+12,A
KIDS_217.0_0.5,217,0.5,g,01/29/15 07:39 AM,0.85,0.06,24.97,23.9,1.54E+13,B
KIDS_226.0_0.5,226,0.5,i,03/13/14 06:45 AM,0.69,0.05,23.79,22.87,1.38E+13,A
KIDS_40.8_-31.2,40.777,-31.159,g,10/10/13 08:29 AM,0.97,0.04,25.16,24.04,1.73E+13,A
KIDS_52.3_-33.1,52.277,-33.137,i,11/07/11 04:59 AM,0.74,0.04,23.9,22.88,1.38E+13,B
KIDS_163.0_0.5,163,0.5,r,04/12/15 02:04 AM,0.79,0.06,24.73,23.67,2.77E+13,A
KIDS_179.5_-2.5,179.499,-2.478,g,04/17/14 11:42 PM,1,0.06,25.06,23.93,1.65E+13,B
KIDS_235.0_0.5,235,0.5,g,07/18/15 02:23 AM,0.87,0.04,25.17,23.94,1.61E+13,A
KIDS_175.5_2.5,175.487,2.478,u,02/01/14 06:21 AM,1.04,0.04,24.21,23.05,3.28E+12,B
KIDS_348.0_-34.1,348,-34.126,r,08/01/14 08:12 AM,0.58,0.05,25.05,24.23,3.06E+13,A
KIDS_217.0_-1.5,217,-1.489,i,08/16/12 12:48 AM,1.1,0.08,23.96,22.65,1.05E+13,B
KIDS_350.7_-31.2,350.68,-31.159,r,08/02/13 07:08 AM,0.69,0.04,25.09,24.14,3.08E+13,B
KIDS_52.8_-34.1,52.8,-34.126,u,01/20/15 01:48 AM,1.23,0.03,24.36,23.03,3.36E+12,A
KIDS_138.0_-1.5,138,-1.489,i,11/04/14 07:12 AM,0.85,0.05,23.52,22.39,1.29E+13,B
KIDS_187.0_-1.5,187,-1.489,r,04/07/13 05:36 AM,0.78,0.07,24.8,23.82,3.07E+13,B
KIDS_216.0_0.5,216,0.5,u,03/01/14 07:45 AM,0.77,0.04,24.26,23.06,3.34E+12,B
KIDS_216.0_0.5,216,0.5,i,07/05/12 03:16 AM,0.98,0.04,23.33,22.12,1.29E+13,C
KIDS_45.4_-31.2,45.437,-31.159,u,01/28/14 12:46 AM,1.15,0.03,24.27,22.92,3.35E+12,B
KIDS_138.0_-1.5,138,-1.489,u,05/17/12 11:22 PM,0.89,0.04,24.12,22.83,3.15E+12,B
KIDS_350.7_-31.2,350.68,-31.159,g,10/27/13 04:41 AM,0.73,0.05,25.03,24.12,1.64E+13,B
KIDS_187.0_-1.5,187,-1.489,i,07/04/12 01:40 AM,0.62,0.05,23.1,22.2,1.27E+13,C
KIDS_138.0_-1.5,138,-1.489,r,03/07/13 03:48 AM,0.5,0.05,25.06,24.29,3.16E+13,B
KIDS_187.0_-1.5,187,-1.489,g,04/03/14 04:20 AM,0.85,0.04,25.04,23.96,1.78E+13,A
KIDS_215.0_-1.5,215,-1.489,u,05/28/14 01:37 AM,1.13,0.04,23.92,22.81,2.42E+12,A
KIDS_215.0_-1.5,215,-1.489,r,06/22/14 01:16 AM,0.72,0.04,25.06,24.06,3.13E+13,A
KIDS_216.0_0.5,216,0.5,r,07/11/13 11:27 PM,0.72,0.05,24.91,23.99,3.16E+13,A
KIDS_350.7_-31.2,350.68,-31.159,i,05/05/15 09:16 AM,1.16,0.04,23.49,22.16,1.27E+13,B
KIDS_214.6_2.5,214.596,2.478,r,04/28/14 05:01 AM,0.63,0.05,24.93,24.11,3.12E+13,B
KIDS_173.5_-2.5,173.482,-2.478,u,06/07/13 12:29 AM,1.25,0.04,24.08,22.82,3.26E+12,B
KIDS_351.9_-30.2,351.949,-30.17,u,10/27/13 12:37 AM,1.21,0.09,24.24,23.17,3.51E+12,B
KIDS_181.5_-2.5,181.504,-2.478,i,01/26/13 05:46 AM,0.93,0.04,23.56,22.45,1.36E+13,B
KIDS_351.9_-30.2,351.949,-30.17,r,11/25/13 01:49 AM,0.6,0.05,25,24.16,3.05E+13,B
KIDS_173.5_-2.5,173.482,-2.478,r,03/26/14 03:04 AM,0.6,0.06,24.92,24.12,2.98E+13,B
KIDS_44.7_-32.1,44.706,-32.148,i,07/14/14 08:23 AM,0.89,0.05,23.52,22.31,1.33E+13,B
KIDS_344.6_-33.1,344.554,-33.137,g,10/10/13 05:22 AM,0.99,0.06,25.09,23.95,1.69E+13,A
KIDS_181.5_-2.5,181.504,-2.478,g,04/19/14 11:54 PM,1.12,0.06,25.09,23.9,1.66E+13,A
KIDS_50.6_-32.1,50.588,-32.148,r,10/12/13 07:43 AM,0.9,0.04,24.96,23.87,3.19E+13,A
KIDS_338.8_-32.1,338.824,-32.148,i,09/16/11 02:20 AM,0.54,0.05,23.81,23.06,1.38E+13,B
KIDS_344.6_-33.1,344.554,-33.137,i,05/08/12 08:33 AM,0.71,0.05,23.45,22.41,1.29E+13,B
KIDS_176.0_-1.5,176,-1.489,u,03/19/12 03:30 AM,0.91,0.04,24.2,22.97,3.33E+12,B
KIDS_173.5_-2.5,173.482,-2.478,g,02/12/15 03:43 AM,1.07,0.05,24.99,23.77,1.52E+13,B
KIDS_351.9_-30.2,351.949,-30.17,g,11/24/14 01:37 AM,0.65,0.06,25.19,24.27,1.75E+13,A
KIDS_173.5_-2.5,173.482,-2.478,i,12/30/12 05:49 AM,0.86,0.06,23.42,22.36,1.36E+13,B
KIDS_181.5_-2.5,181.504,-2.478,r,02/27/14 07:27 AM,0.65,0.05,24.8,23.87,2.95E+13,B
KIDS_351.9_-30.2,351.949,-30.17,i,06/30/12 05:32 AM,0.87,0.06,23.67,22.62,1.28E+13,B
KIDS_329.7_-31.2,329.709,-31.159,u,07/21/14 08:21 AM,1.19,0.05,24.12,23.14,3.35E+12,A
KIDS_181.5_-2.5,181.504,-2.478,u,04/29/13 12:38 AM,0.88,0.04,24.1,22.7,3.29E+12,B
KIDS_341.8_-29.2,341.772,-29.181,r,06/22/15 07:55 AM,0.72,0.04,25.08,24.13,2.97E+13,A
